"","Nombre","Marca","Precio","Supermercado","Hora","unidad","precio_unidad","Categoria","Subcategoria","Estado"
"12724","Snack para perros Pedigree Biscrok caja 500 g",NA,1.99,"Dia",24333,"KILO",3.98,"Mascotas","Perros","Añadir"
"12725","Salchichas frankfurt Elpozo bolsa 140 g","ELPOZO ALIMENTACION SA",0.69,"Dia",24333,"KILO",4.93,"Charcutería y quesos","Salchichas","Agotado"
"12726","Vino tinto D.O. Rioja Señorío de Ondas botella 75 cl","MARQUÉS DEL ATRIO, S.L. R.E.Nº 31/42319-NA.",2.45,"Dia",24333,"LITRO",3.27,"Cervezas, vinos y bebidas con alcohol","Vino tinto","Añadir"
"12727","Hélices con tomate y espinacas Gallo bolsa 450 g","COMERCIAL GALLO, S.A.U.",1.7,"Dia",24333,"KILO",3.78,"Arroz, pastas y legumbres","Pastas","Añadir"
"12728","Caramelos bubble fresh sin azúcar Smint lata 35 g","Chupa Chups S.A.U",2.35,"Dia",24334,"KILO",67.14,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"12729","Vino tinto 12 meses banda azul D.O. Rioja Federico Paternina botella 75 cl","MARQUÉS DE LA CONCORDIA FAMILY OF WINES. S.L",6.79,"Dia",24334,"LITRO",9.05,"Cervezas, vinos y bebidas con alcohol","Vino tinto","Añadir"
"12730","Ambientador aroma brisa marina Ambipur   spray 300 ml",NA,4.49,"Dia",24334,"100ml",1.5,"Limpieza y hogar","Ambientadores","Añadir"
"12731","Copa de chocolate y nata Caprichoso Dia pack 4 x 115 g","Andros la Serna S.L.U",1.3,"Dia",24334,"KILO",2.83,"Yogures y postres","Natillas y flan","Añadir"
"12732","Nachos sabor a queso Doritos bolsa 40 g","PepsiCo Foods. A.I.E.",0.75,"Dia",24334,"KILO",18.75,"Patatas fritas, encurtidos y frutos secos","Patatas fritas y aperitivos","Añadir"
"12733","Leche infantil crecimiento Nativa lata 800 g","Nestlé España, S.A.",9.95,"Dia",24334,"KILO",12.44,"Bebé","Leche infantil","Agotado"
"12734","Helado cono de vainilla 4 unidades Temptation de Dia caja 272 g","Crestas Galeta, S.A",1.79,"Dia",24334,"KILO",6.58,"Congelados","Helados y hielo","Añadir"
"12735","Mini galletas chocolateadas con vitaminas Arluy bolsa 500 g","ARLUY SLU",4.69,"Dia",24335,"KILO",9.38,"Galletas, bollos y cereales","Galletas","Agotado"
"12736","Arroz integral Brillante vaso 2 x 125 g","Herba Ricemills. S.L.U.",1.25,"Dia",24335,"KILO",5,"Arroz, pastas y legumbres","Arroz","Añadir"
"12737","Tomate cherry bandeja 400 g",NA,0.99,"Dia",24335,"KILO",2.48,"Verduras","Tomates, pimientos y pepinos","Añadir"
"12738","Yogur natural azucarado Danone pack 2 x 130 g","Danone S.A.",1.65,"Dia",24335,"KILO",6.35,"Yogures y postres","Yogures naturales","Agotado"
"12739","Tinte castaño oscuro nº3.65 Palette caja 1 unidad",NA,4.55,"Dia",24335,"UNIDAD",4.55,"Perfumería, higiene, salud","Tintes","Añadir"
"12740","Helado vainilla macadamia Haagen Dazs tarrina 400 g","General Mills Ibérica S.A.U.",5.99,"Dia",24335,"KILO",14.98,"Congelados","Helados y hielo","Añadir"
"12741","Estropajo con esponja super absorbente Spontex bolsa 2 unidades",NA,2.89,"Dia",24336,"UNIDAD",1.45,"Limpieza y hogar","Utensilios de limpieza","Añadir"
"12742","Tinta rápida para zapatos color marrón Bufalo 25 ml",NA,2.59,"Dia",24336,"LITRO",103.6,"Limpieza y hogar","Calzado","Agotado"
"12743","Desodorante sensitive Sanex spray 200 ml",NA,3.45,"Dia",24336,"100ml",1.73,"Perfumería, higiene, salud","Desodorantes","Añadir"
"12744","Gel de ducha piel muy seca Sanex botella 600 ml",NA,3.59,"Dia",24336,"100ml",0.6,"Perfumería, higiene, salud","Gel de ducha y esponjas","Añadir"
"12745","Enjuague bucal multiprotección Colgate Plax botella 500 ml",NA,5.29,"Dia",24336,"100ml",1.06,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"12746","Detergente máquina polvo Micolor 25 lavados",NA,7.75,"Dia",24336,"LAVADO",0.31,"Limpieza y hogar","Cuidado de la ropa","Agotado"
"12747","Snack para perros smiley sticks Frolic bolsa 175 g",NA,1.99,"Dia",24336,"KILO",11.37,"Mascotas","Perros","Añadir"
"12748","Crema protectora de pañal Johnson tubo 100 ml",NA,4.55,"Dia",24336,"100ml",4.55,"Bebé","Cuidado del bebé","Añadir"
"12749","Bebida de frutas con leche caribe Zumosfera de Dia brik 6 x 20 cl","J. GARCIA CARRION S.A.",1.2,"Dia",24337,"LITRO",1,"Agua, refrescos y zumos","Zumos","Agotado"
"12750","Papel cocina para todo Colhogar bolsa 1 unidad",NA,4.49,"Dia",24337,"UNIDAD",4.49,"Limpieza y hogar","Papel higiénico, de cocina, servilletas","Añadir"
"12751","Desodorante dermo extra control Sanex spray 200 ml",NA,2.99,"Dia",24337,"100ml",1.5,"Perfumería, higiene, salud","Desodorantes","Añadir"
"12752","Batido sustitutivo de vainilla Dia Vital caja 296 g","Nutricer",5.99,"Dia",24337,"KILO",20.24,"Perfumería, higiene, salud","Complementos nutricionales","Agotado"
"12753","Regaliz negro torcidas Marcelo Caramelo de Dia bolsa 225 g","Damel Group, S.L",1.09,"Dia",24337,"KILO",4.84,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"12754","Cacao soluble ColaCao bote 1.2 Kg","IDILIA FOODS, S.L.",9.49,"Dia",24337,"KILO",7.91,"Café, cacao e infusiones","Cacao","Añadir"
"12755","Refresco de lima limón zero Seven up botella 2 l",NA,1.55,"Dia",24337,"LITRO",0.78,"Agua, refrescos y zumos","Limón, lima limón","Agotado"
"12756","Bífidus desnatado con piña Activia pack 4 x 120 g","Danone S.A.",2,"Dia",24338,"KILO",4.17,"Yogures y postres","Yogures bífidus y colesterol","Añadir"
"12757","Pasta de dientes infantil BabySmile tubo 75 ml","Laboratorios Cosmodent, S.L.",1.35,"Dia",24338,"100ml",1.8,"Perfumería, higiene, salud","Cuidado bucal","Agotado"
"12758","Set aliño aceite de oliva y vinagre Capricho andaluz bolsa 1 unidad","Borges Branded Foods, SLU.",2.15,"Dia",24338,"UNIDAD",2.15,"Aceites, salsas y especias","Aceites","Añadir"
"12759","Crema + serum antiedad dúo spf Olay bote 40 ml",NA,19.95,"Dia",24338,"100ml",49.88,"Perfumería, higiene, salud","Limpieza facial, crema facial","Agotado"
"12760","Vino tinto reserva D.O. Rioja Lagunilla botella 75 cl","MARQUÉS DE LA CONCORDIA FAMILY OF WINES. S.L",10.49,"Dia",24338,"LITRO",13.99,"Cervezas, vinos y bebidas con alcohol","Vino tinto","Agotado"
"12761","Colonia muy mío sport Bustamante frasco 100 ml",NA,6.9,"Dia",24338,"100ml",6.9,"Perfumería, higiene, salud","Colonias","Agotado"
"12762","Caldo de pollo bajo en sal Gallina Blanca Avecrem caja 10 unidades","GALLINA BLANCA, S.A.U.",1.65,"Dia",24338,"UNIDAD",0.17,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados","Agotado"
"12763","Leche semidesnatada Central Lechera Asturiana botella 2.2 l","Corporación Alimentaria Peñasanta S.A",2.2,"Dia",24338,"LITRO",1,"Leche, huevos y mantequilla","Leche","Añadir"
"12764","Aceite seco repara y protege nutre las puntas Pantene frasco 100 ml",NA,7.95,"Dia",24339,"100ml",7.95,"Perfumería, higiene, salud","Acondicionadores y mascarillas","Añadir"
"12765","Detergente máquina polvo Elena caja 42 lavados",NA,6.99,"Dia",24339,"LAVADO",0.17,"Limpieza y hogar","Cuidado de la ropa","Agotado"
"12766","Enjuague bucal antibacterias Colgate Triple Action botella 500 ml",NA,4.49,"Dia",24339,"100ml",0.9,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"12767","Chicles sabor bubblemint sin azúcar Orbit bolsa 5 unidades","Mars Multisales Spain S.L.",2.39,"Dia",24339,"UNIDAD",0.48,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"12768","Atún claro en aceite de girasol Mari Marinera de Dia lata 143 g","Frinsa del Noroeste S.A.",2.69,"Dia",24339,"KILO",18.81,"Conservas, caldos y cremas","Atún, bonito y caballa","Agotado"
"12769","Tampón digital regular o.b. caja 32 unidades",NA,6.19,"Dia",24339,"UNIDAD",0.19,"Perfumería, higiene, salud","Compresas y cuidado íntimo","Añadir"
"12770","Golosinas sugar shuffle Fini bolsa 165 g","FINI GOLOSINAS ESPAÑA, S.L.U.",1.69,"Dia",24339,"KILO",10.24,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"12771","Salchichas cocidas frankfurt pikante Schara bolsa 170 g","Chemnitzer Wurstspezialitäten GmbH& Co.KG",2.95,"Dia",24339,"KILO",17.35,"Charcutería y quesos","Salchichas","Añadir"
"12772","Tónica Nordic Mist lata 25 cl","CC European Partners Iberia, S.L.U.",0.65,"Dia",24340,"LITRO",2.6,"Agua, refrescos y zumos","Tónicas","Añadir"
"12773","Filetes de pechuga de pollo a las finas hierbas Selección de Dia bandeja 375 g","Rubiato Paredes S-L.",3.29,"Dia",24340,"KILO",8.77,"Carnicería","Pollo","Agotado"
"12774","Garcinia cambogia Vivisima+ caja 40 unidades","Grupo Viveplus, S.L.",4.1,"Dia",24340,"UNIDAD",0.1,"Perfumería, higiene, salud","Complementos nutricionales","Añadir"
"12775","Arreglo para caldo Selección de Dia bandeja 1 Kg aprox.",NA,5.29,"Dia",24340,"KILO",5.29,"Carnicería","Cerdo","Agotado"
"12776","Ginebra Bulldog botella 70 cl",NA,23.99,"Dia",24340,"LITRO",34.27,"Cervezas, vinos y bebidas con alcohol","Ginebra y vodka","Agotado"
"12777","Cardo troceado Gvtarra frasco 400 g","RIBEREBRO INTEGRAL, SAU",3.45,"Dia",24340,"KILO",8.63,"Conservas, caldos y cremas","Conservas vegetales","Añadir"
"12778","Papel de cocina Foxy bolsa 2 unidades",NA,3.49,"Dia",24341,"UNIDAD",1.75,"Limpieza y hogar","Papel higiénico, de cocina, servilletas","Añadir"
"12779","Cayena guindillas Carmencita frasco 18 g","JESÚS NAVARRO, S.A.",2.35,"Dia",24341,"KILO",146.88,"Aceites, salsas y especias","Sal y especias","Añadir"
"12780","Pan tostado hogaza rústica Recondo caja 240 g","Brioche Pasquier Recondo S.L",2.39,"Dia",24341,"KILO",9.96,"Panes, harinas y masas","Picos y panes tostados","Añadir"
"12781","Golosinas funky mix Haribo bolsa 150 g","HARIBO España S.A.U.",1.99,"Dia",24341,"KILO",13.27,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"12782","Vino tinto do rioja Rioja botella 0.75 l","Barón de Ley",9.9,"Dia",24341,"LITRO",13.2,"Cervezas, vinos y bebidas con alcohol","Vino tinto","Agotado"
"12783","Caldo de pescado Knorr caja 12 unidades","Unilever España, S.A.",1.69,"Dia",24341,"UNIDAD",0.14,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados","Añadir"
"12784","Albaricoque bandeja 500 g",NA,1.99,"Dia",24342,"KILO",3.98,"Frutas","Frutas de temporada","Añadir"
"12785","Serum antiencrespamiento extrafuerte Frizz ease bote 50 ml",NA,12.99,"Dia",24342,"100ml",25.98,"Perfumería, higiene, salud","Acondicionadores y mascarillas","Agotado"
"12786","Perejil hoja Dani frasco 65 g","Conservas Dani S.A.U.",3.6,"Dia",24342,"KILO",55.38,"Aceites, salsas y especias","Sal y especias","Agotado"
"12787","Atún en aceite de oliva Mari Marinera de Dia lata 78 g","Frinsa del Noroeste, S.A",1.59,"Dia",24342,"KILO",20.38,"Conservas, caldos y cremas","Atún, bonito y caballa","Añadir"
"12788","Gel de ducha leche y miel Palmolive NB botella 600 + 100 ml",NA,2.99,"Dia",24342,"100ml",0.5,"Perfumería, higiene, salud","Gel de ducha y esponjas","Añadir"
"12789","Crema de cacao con avellanas original Nocilla bote 620 g","IDILIA FOODS, S.L.U.",5.69,"Dia",24342,"KILO",9.18,"Azúcar, chocolates y caramelos","Cremas de cacao","Añadir"
"12790","Refresco de cola zero Hola Cola de Dia botella 500 ml","Refresco Iberia, S.A.U",0.55,"Dia",24342,"LITRO",1.1,"Agua, refrescos y zumos","Cola","Añadir"
"12791","Yogur sabor coco Danone pack 4 x 125 g","Danone S.A.",1,"Dia",24343,"KILO",2.08,"Yogures y postres","Yogures de sabores y frutas","Añadir"
"12792","Tortitas de maíz sabor setas, trufa y queso Bicentury bolsa 124 g","Nutrition et Sante Iberia, S.L.",2.59,"Dia",24343,"KILO",20.89,"Galletas, bollos y cereales","Tortitas","Añadir"
"12793","Barritas de barquillo recubierta de chocolate blanco Huesitos bolsa 200 g","Chocolates Valor,S.A.",2.45,"Dia",24343,"KILO",12.25,"Azúcar, chocolates y caramelos","Chocolates y bombones","Añadir"
"12794","Empanada de bacalao El molino de Dia bolsa 550 g","Delicias Coruña, S.L.",3.69,"Dia",24343,"KILO",6.71,"Pizzas y platos preparados","Tortillas y empanadas","Añadir"
"12795","Aceto balsamico de modena Dia Delicious botella 250 ml","HJ 030",1.99,"Dia",24343,"LITRO",7.96,"Aceites, salsas y especias","Vinagres y aliños","Agotado"
"12796","Arroz basmati Tilda paquete 1 Kg","Herba Ricemills. S.L.U.",3.45,"Dia",24343,"KILO",3.45,"Arroz, pastas y legumbres","Arroz","Añadir"
"12797","Alubias rojas cocidas Vegecampo de Dia frasco 400 g","Legumbres Luengo, S.A.",1.05,"Dia",24343,"KILO",2.63,"Arroz, pastas y legumbres","Alubias","Añadir"
"12798","Lavavajillas mano concentrado ultra Fairy botella 1.015 l",NA,4.39,"Dia",24343,"LITRO",4.33,"Limpieza y hogar","Lavavajillas","Agotado"
"12799","Tarta de queso con galletas oreo Oreo caja 350 g","Granderroble Desserts, S.L",7.49,"Dia",24344,"KILO",21.4,"Congelados","Churros y postres","Agotado"
"12800","Sal de alta cocina para hornear Costa paquete 2 kg","Sal Costa S.L.U.",2.2,"Dia",24344,"KILO",1.1,"Aceites, salsas y especias","Sal y especias","Añadir"
"12801","Huevos frescos categoría A clase XL Huevos Garrido caja 6 unidades","Avícola Garrido García S.L",1.69,"Dia",24344,"DOCENA",3.38,"Leche, huevos y mantequilla","Huevos","Añadir"
"12802","Palitos de trigo con olivas y sésamo Snatt's bolsa 60 g","Grefusa, S.L.",1.19,"Dia",24344,"KILO",19.83,"Panes, harinas y masas","Picos y panes tostados","Añadir"
"12803","Vino tinto de la tierra de Castila Berberana botella 75 cl","United Wineries  S.A.",4.89,"Dia",24344,"LITRO",6.52,"Cervezas, vinos y bebidas con alcohol","Vino tinto","Añadir"
"12804","Filetes de pechuga de pollo Selección de Dia bandeja 450 g aprox.","Grupo SADA p.a., S.A.",3.42,"Dia",24344,"KILO",7.59,"Carnicería","Pollo","Añadir"
"12805","Café con leche en cápsulas descafeinado Nescafé Dolce Gusto caja 16 unidades","Nestlé España, S.A.",4.89,"Dia",24344,"UNIDAD",0.31,"Café, cacao e infusiones","Café","Añadir"
"12806","Pinchos de pollo rojo Selección de Dia bandeja 340 g","Roler España S.L.U",3.79,"Dia",24345,"KILO",11.15,"Carnicería","Pollo","Añadir"
"12807","Vino tinto gran reserva D.O. Rioja Señorío de Ondas botella 75 cl","Yubarta",7.99,"Dia",24345,"LITRO",10.65,"Cervezas, vinos y bebidas con alcohol","Vino tinto","Añadir"
"12808","Bebida láctea omega 3 sin lactosa Puleva brik 1 l","Lactalis Puleva, S.L.",1.89,"Dia",24345,"LITRO",1.89,"Leche, huevos y mantequilla","Leche","Añadir"
"12809","Eneldo hojas Vegecampo de Dia frasco 16 g","Luis Penalva, S.L",1.39,"Dia",24345,"KILO",86.88,"Aceites, salsas y especias","Sal y especias","Agotado"
"12810","Masa fina para pizza Al Punto Dia bolsa 260 g","Cérélia SAS. ZAC Actiparc.",1.19,"Dia",24345,"KILO",4.58,"Panes, harinas y masas","Masas y hojaldres","Añadir"
"12811","Golosinas smile kit Fini bolsa 90 g",NA,1,"Dia",24345,"KILO",11.11,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"12812","Salsa pimienta verde Gallina Blanca sobre 59 g","THE GB FOODS, S.A.",1.99,"Dia",24345,"KILO",33.73,"Aceites, salsas y especias","Mayonesa, ketchup y otras salsas","Añadir"
"12813","Alcohol de romero Bonté Med de Dia bote 250 ml","Alcoholes Montplet, S.A.",1.99,"Dia",24346,"100ml",0.8,"Perfumería, higiene, salud","Parafarmacia","Agotado"
"12814","Cabezal de recambio para cepillo de dientes stages power Oral-B caja 2 unidades",NA,11.95,"Dia",24346,"UNIDAD",5.98,"Perfumería, higiene, salud","Cuidado bucal","Agotado"
"12815","Café soluble descafeinado Cafetería de Dia frasco 100 g","Seda Outspan Iberia, S.L.U.",2.15,"Dia",24346,"KILO",21.5,"Café, cacao e infusiones","Café","Añadir"
"12816","Ambientador concentrado perfumado wc Mayordomo botella 150 ml",NA,1.59,"Dia",24346,"LITRO",10.6,"Limpieza y hogar","Ambientadores","Añadir"
"12817","Colonia poseidon gold for men Poseidon frasco 150 ml",NA,11.95,"Dia",24346,"100ml",7.97,"Perfumería, higiene, salud","Colonias","Añadir"
"12818","Galletas integral con avena y naranja Gullón caja 425 g","GALLETAS GULLON, S.A",2.19,"Dia",24346,"KILO",5.15,"Galletas, bollos y cereales","Galletas","Añadir"
"12819","Carne de mejillón cocido Mari Marinera de Dia bolsa 250 g","Cabomar Congelados, S.A.U",2.18,"Dia",24346,"KILO",8.72,"Congelados","Pescado y marisco","Añadir"
"12820","Puré de verduras de la huerta con pollo y arroz 100% ecológica Hero frasco 190 g","Hero España, S.A.",2.49,"Dia",24346,"KILO",13.11,"Bebé","Potitos y tarritos","Añadir"
"12821","Filetes de abadejo MSC Mari Marinera de Dia bolsa 850 g","Globalimar Europa, S.L",4.99,"Dia",24347,"KILO",5.87,"Congelados","Pescado y marisco","Agotado"
"12822","Caramelos de menta intensa sin azúcar Smint lata 42 g","Chupa Chups S.A.U",2.19,"Dia",24347,"KILO",52.14,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Agotado"
"12823","Ambientador absorbeolores aroma lavanda Glade bote 1 unidad",NA,2.99,"Dia",24347,"UNIDAD",2.99,"Limpieza y hogar","Ambientadores","Añadir"
"12824","Chicles sabor hierbabuena sin azúcar Trident caja 23 g","Mondelez España Commercial, S.L.",1.19,"Dia",24347,"KILO",51.74,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"12825","Trozos de sepia en su tinta Dani lata 68 g","Conservas Carnota, S.A.U.",2.59,"Dia",24347,"KILO",38.09,"Conservas, caldos y cremas","Otras conservas de pescado","Agotado"
"12826","Skinsactive mascarilla black tissue efecto detox Garnier sobre 1 unidad",NA,2.99,"Dia",24347,"UNIDAD",2.99,"Perfumería, higiene, salud","Limpieza facial, crema facial","Añadir"
"12827","Panecillo con quinoa El molino de Dia 100 g","Mondat Baker, S.L",0.48,"Dia",24347,"KILO",4.8,"Panes, harinas y masas","Pan recien horneado","Agotado"
"12828","Café en cápsulas espresso fuerte Saimaza caja 20 unidades","JACOBS DOUWE EGBERTS B.V.",4.99,"Dia",24347,"UNIDAD",0.25,"Café, cacao e infusiones","Café","Añadir"
"12829","Yogur artesanal con melocotón y maracuyá Pastoret vaso 125 g","El Pastoret de la Segarra, S.L.",0.89,"Dia",24348,"KILO",7.12,"Yogures y postres","Yogures de sabores y frutas","Añadir"
"12830","Levadura fresca Levanova 2 x 25 g","Lesaffre",0.49,"Dia",24348,"KILO",9.8,"Panes, harinas y masas","Harinas y levaduras","Añadir"
"12831","Ginebra flor de sevilla Tanqueray botella 70 cl","Diageo España S.A.",17.99,"Dia",24348,"LITRO",25.7,"Cervezas, vinos y bebidas con alcohol","Ginebra y vodka","Agotado"
"12832","Tabletas limpiadoras para prótesis dental Senti2 caja 30 unidades",NA,2.45,"Dia",24348,"UNIDAD",0.08,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"12833","Té verde con hierbabuena agua fría Pompadour bolsa 36 g","POMPADOUR IBÉRICA, S.A",2.6,"Dia",24348,"KILO",72.22,"Café, cacao e infusiones","Té e infusiones","Agotado"
"12834","Galletas Cuétara Surtido caja 420 g","Cuétara S.L.U.",5.99,"Dia",24348,"KILO",14.26,"Galletas, bollos y cereales","Galletas","Añadir"
"12835","Salsa vegana Hellmanns frasco 280 ml","Unilever España S.A.",4.25,"Dia",24348,"LITRO",15.18,"Aceites, salsas y especias","Mayonesa, ketchup y otras salsas","Agotado"
"12836","Perlas de perfume fresh para la ropa Lenor botella 140 g",NA,5.99,"Dia",24349,"KILO",42.79,"Limpieza y hogar","Cuidado de la ropa","Añadir"
"12837","Coco drink & eat unidad 750 g",NA,2.29,"Dia",24349,"KILO",3.05,"Frutas","Frutas tropicales","Agotado"
"12838","Acondicionador gotas de brillo Johnson spray 200 ml",NA,3.69,"Dia",24349,"100ml",1.85,"Bebé","Cuidado del bebé","Añadir"
"12839","Zumo de piña 100% natural La huerta botella 750 ml","JGC. S.A.",2.3,"Dia",24349,"LITRO",3.07,"Agua, refrescos y zumos","Zumos","Añadir"
"12840","Ginebra japonesa Roku botella 70 cl","Beam Suntory UK Ltd.",24.99,"Dia",24349,"LITRO",35.7,"Cervezas, vinos y bebidas con alcohol","Ginebra y vodka","Añadir"
"12841","Cerveza tostada 0,0% alcohol Mahou lata 12 x 33 cl","MAHOU SA",9.49,"Dia",24349,"LITRO",2.4,"Cervezas, vinos y bebidas con alcohol","Cervezas sin alcohol","Añadir"
"12842","Castañas malla 500 g",NA,3.89,"Dia",24349,"KILO",7.78,"Patatas fritas, encurtidos y frutos secos","Frutos secos","Agotado"
"12843","Paté La piara Tapa Negra lata 225 g","La Piara S.A.U.",3.49,"Dia",24350,"KILO",15.51,"Charcutería y quesos","Foie, paté y sobrasada","Añadir"
"12844","Atún claro al natural Mari Marinera de Dia lata 3 x 60 g","Frinsa del Noroeste S.A.",2.69,"Dia",24350,"KILO",14.94,"Conservas, caldos y cremas","Atún, bonito y caballa","Añadir"
"12845","Patatas bravas prefritas Patatas Unidas Dia bolsa 750 g","Lutosa",1.79,"Dia",24350,"KILO",2.39,"Congelados","Patatas fritas","Añadir"
"12846","Detergente máquina 4 en 1 Wipp Express bolsa 20 lavados",NA,7.99,"Dia",24350,"LAVADO",0.4,"Limpieza y hogar","Cuidado de la ropa","Añadir"
"12847","Cerveza roja 0,0 % alcohol San Miguel Magna lata 33 cl","MAHOU, S.A.",0.79,"Dia",24350,"LITRO",2.39,"Cervezas, vinos y bebidas con alcohol","Cervezas sin alcohol","Agotado"
"12848","Queso de untar natural Dia Láctea tarrina 250 g","Vejle Cheese Company amba Sønderhøj 14",1.19,"Dia",24350,"KILO",4.76,"Charcutería y quesos","Quesos fundidos y cremas","Añadir"
"12849","Queso tierno cortado El Cencerro de Dia 250 g","Lactalis Villarrobledo S.LU.",2.99,"Dia",24350,"KILO",11.96,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"12850","Preservativo natural Control caja 12 unidades","Tecnilatex, S.A",6.8,"Dia",24351,"UNIDAD",0.57,"Perfumería, higiene, salud","Parafarmacia","Añadir"
"12851","Mascarilla hidratante protein 4 en 1 cabello normal Gliss bote 400 ml",NA,5.29,"Dia",24351,"100ml",1.32,"Perfumería, higiene, salud","Acondicionadores y mascarillas","Agotado"
"12852","Mezcla de 3 arroces Arrozona de Dia bolsa 1 Kg","Arroces y Cereales, S.A.U",2.99,"Dia",24351,"KILO",2.99,"Arroz, pastas y legumbres","Arroz","Añadir"
"12853","Petit de fresa Dia Láctea pack 4 x 100 g","Andros La Serna, S.L.U",1.25,"Dia",24351,"KILO",3.13,"Yogures y postres","Yogures infantiles","Añadir"
"12854","Vino rosado bobal Pinta en Copas botella 75 cl","MARQUÉS DEL ATRIO, S.L. R.E. 018814/V.",1.99,"Dia",24351,"LITRO",2.65,"Cervezas, vinos y bebidas con alcohol","Vino rosado","Añadir"
